Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link
Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia is not involved in MH17 crash; Ukraine shot down the plane ,"As reported to Sputnik by Deputy Attorney General of Russia Nikolay Vinnichenko, the Russian side handed over to the Netherlands not only Russian radar data, but also documentation showing that the Buk anti-aircraft missile , which hit the Boeing , belonged to Ukraine and was launched from Kiev-controlled territory, however investigators ignored the information.",26/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220126/Russia-aperta-allinchiesta-sul-disastro-aereo-del-volo-mh17-nel-donbass-14788644.html
Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia knows that the site of the alleged launch of the missile that shot down the Malaysian Boeing MH17 in 2014 was within the territory controlled by the Ukrainian armed forces in the Donbass,26/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220126/rappresentante-russo-presso-cedu-chiede-di-respingere-denunce-di-paesi-bassi-e-ucraina-su-mh17-14783460.html
Ukraine is a failed state,"Historically, Ukraine is a part of Russia","Ukraine is a patchwork of parts that until recently belonged to different empires - Austro-Hungarian and Russian, as well as several nations such as Russia, Poland and Romania. It combines Catholicism and Orthodoxy and has millions of ethnic Russians and Russian speakers with deep historical, cultural and economic ties to Russia. So Ukraine was de facto the new Yugoslavia.",27/01/2022,Germany,Uncutnews,https://uncutnews.ch/russland-und-der-westen-den-nebel-der-hysterie-durchdringen/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"Russia has repeatedly rejected accusations by the West and Ukraine of ""aggressive actions"", stating that it does not threaten anyone and will not attack anyone, and that the claims of ""Russian aggression"" are used as an excuse to place additional military equipment in the country.",29/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220129/ucraina-si-muovono-francia-e-germania-il-7-8-febbraio-visita-congiunta-dei-ministri-degli-esteri-14827143.html
"The West is not interested in dealing with Ukraine, moreover, solving its problems.",The United States does not consider Ukraine important,Ukraine knows that Russia can wipe out its forces with conventional missiles without sending troops across the border. Ukrainians also know that nobody will come to their rescue. The Pentagon itself has announced.,30/01/2022,Germany,Uncutnews,https://uncutnews.ch/aktuelles-von-der-ukrainischen-front-es-ist-vorbei-putin-hat-gewonnen/
Ukraine is an illiberal state,There are constant violations of rights of ethnic minorities in Ukraine,"Discrimination against ethnically non-Ukrainian citizens of Ukraine affects not only Donbass residents, although Western media and politicians hardly mention it. Romania, Poland and Hungary also constantly criticize Kiev for its treatment of their minorities in western Ukraine. Today, Ukraine has a language law and even a genuine racial law , dividing Ukrainians into three categories based on ethnic (not to say racial) criteria, with distinct rights.",31/01/2022,Germany,Antispiegel,https://www.anti-spiegel.ru/2022/wie-russland-den-menschen-im-donbass-und-dem-donbass-selbst-hilft/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine as a instrument against Russia,"In the face of economic successes, the associated return of Russia to the world stage, and the impending economic decline of the Western alliance, especially the EU, the West is acting more and more aggressively. The coup in Ukraine, EU pressure on Ukraine to choose a side are part of this aggression.",31/01/2022,Germany,RT.DE,https://de.rt.com/international/129840-tatsachen-schaffen-ukraine-mit-kriegshilfen-nato-plus-status-verhandlungsmasse-aufblahen/
The West controls Ukraine and uses it to its advantage,Ukraine totally depends on the West,"In the meantime, the opposite of everything that the foreign supporters of the Maidan promised Ukrainians by rapprochement with the West prevails in Ukraine. The country is not sovereign, but financially and politically completely dependent on the West. Maidan gave the opposite of what was promised.",31/01/2022,Germany,RT.DE,http://rt.de/
Russians are discriminated in Ukraine,There is an oppression of Russian language in Ukraine,"There (in Ukraine - ed.) is strict censorship and the opposition is suppressed. There is open discrimination against the Russian language, and right-wing and fascist positions dominate public debate. There are anti-Russian pogroms, execution lists and massive, often fatal, violence against dissidents.",31/01/2022,Germany,RT.DE,https://de.rt.com/meinung/130745-sicherheitsgarantien-fur-russland-sind-sicherheitsgarantien-fur-europa/
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,The Ukrainian army is actively preparing for an offensive in Donbas.,7/2/2022,Germany,Newsfront,https://de.news-front.info/2022/02/07/afu-kommando-fuhrt-aufklarungsmasnahmen-im-Donbas-zur-vorbereitung-einer-offensive-durch/
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,"The Ukrainian command is not only strengthening its grouping near the capital of the Donetsk People's Republic, but is forming the assault groups of ideologically motivated nationalists who, despite the deaths of civilians in the city, have to fight and carry out tasks.",7/2/2022,Germany,Newsfront,https://de.news-front.info/2022/02/07/kiew-entsandte-die-ukrainischen-radikale-an-die-beruhrungslinie-im-Donbas/
Nord Stream-2 ,"NS-2 isn't a political project, it is exclusively commercial","The US actively opposes the project, promoting its liquefied natural gas in the EU, as does Ukraine, which fears it will miss the opportunity to transit Russian gas. Moscow has repeatedly urged to stop mentioning Nord Stream 2 in the context of any politicization, as it is a commercial project, beneficial for both Russia and the European Union.",8/2/2022,Italy,SNA.IT,https://it.sputniknews.com/20220208/cancellazione-nord-stream-danneggerebbe-la-germania-usa-non-in-grado-di-sostituire-le-forniture-14991380.html
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,Crimea split from Ukraine in early 2014 after a nationalist-style coup in Kiev and rejoined Russia after a referendum.,8/2/2022,Germany,SNA.DE,https://snanews.de/20220208/putin-warnt-vor-krieg-mit-nato-wegen-ukraine-5276961.html
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,"In addition, Kyiv has dispatched groups of Ukrainian nationalists to plan sabotage and terrorist attacks to cripple vital facilities and social infrastructure and intimidate the local population. ",9/2/2022,Germany,Newsfront,https://de.news-front.info/2022/02/09/wenn-die-ukraine-den-Donbas-angreift-konnte-die-situation-ahnlich-wie-in-syrien-werden-dscharichin/
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,"The West continues to accuse Russia of ""concentrating troops"" near the border with Ukraine and claims that Moscow intends to ""invade"" its neighbor. Russia has repeatedly stressed that it does not threaten anyone and that claims of an “invasion” are nothing more than a provocation. At the same time, NATO's military build-up in Eastern Europe amid the alleged ""invasion"" raises security concerns in Moscow, the Kremlin stressed, which requires the West to provide legal guarantees, this is not required of the Atlantic Alliance. expand eastward or deploy offensive weapons in Eastern Europe.",10/2/2022,Italy,SNA.IT,https://it.sputniknews.com/20220210/usa-e-gb-evacuano-personale-dalle-ambasciate-in-ucraina-lavrov-forse-hanno-in-mente-qualcosa-15031877.html
Russia needs to protect itself,"Russia needs to protect ""LDPR"" citizens","Russian troops near the border with Ukraine will not enter the country. It would just be pointless. Appropriating lands already ravaged by its anti-Russian and corrupt elites is one of the worst options Moscow could face. Instead, it is likely that these troops are stationed there to prevent another attack on the self-proclaimed republics of Donbas.",10/2/2022,Germany,RT.DE,https://de.rt.com/russland/129015-10000-russische-armeeangehorige-beenden-felduebungen-im-wehrkreis-sued/
Russia needs to protect itself,"Russia needs to protect ""LDPR"" citizens","Russian troops near the border with Ukraine will not enter the country. It would just be pointless. Appropriating lands already ravaged by its anti-Russian and corrupt elites is one of the worst options Moscow could face. Instead, it is likely that these troops are stationed there to prevent another attack on the self-proclaimed republics of Donbas.",10/2/2022,Germany,RT.DE,https://de.rt.com/kurzclips/video/129115-putin-nato-zieht-sich-militarisch/
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,"The Ukrainian army has recently concentrated half of its personnel in the Donbas and regularly shells popular militias, including using banned weapons - a Turkish Bayraktar combat drone and Smerch and Uragan multiple rocket launchers. ",11/2/2022,Germany,SNA.DE,https://snanews.de/20220211/auslaendische-soeldner-trennlinie-donbass-volksabwehr-5319896.html
Ukraine is conducting an aggressive policy,Kyiv ignores fulfillment ot the Minsk Agreements,"The Ukrainian army has recently concentrated half of its personnel in the Donbass and regularly fires on people's militias, including with banned weapons - the Turkish military drone ""Bayraktar"" and multiple launch rocket systems ""Smerch"" and ""Hurricane"" ... Moscow has repeatedly warned Washington and European countries that the Ukrainian authorities are trying in every possible way to sabotage the Minsk agreements and additional ceasefire measures that came into force in the summer of 2020.",11/2/2022,Germany,SNA.DE,https://snanews.de/20220211/auslaendische-soeldner-trennlinie-donbass-volksabwehr-5319896.html
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,Then Ukraine deployed Nazi militants and started a war that eventually led to the Minsk Accords that now affect every aspect of life here. ,12/2/2022,Germany,RT.DE,https://de.rt.com/europa/131344-donbass-bewohner-zum-schwelenden-krieg-ohne-russland-halten-wir-amngriff-ukraine-nicht-stand/
